study_id,include,exclude_reason,first_author,data_type,data_type_other,year,title,abstract,journal,volume,study_year_start,study_year_end,study_design,country,doi,full_text_link
268,no,no location data ,"Vounba, P.",reservoir,,2018,Molecular {Characterization} of {Escherichia} coli {Isolated} from {Chickens} with {Colibacillosis} in {Senegal,"Avian pathogenic Escherichia coli (APEC), a subset of extraintestinal pathogenic E. coli (ExPEC), are the etiologic agent of avian colibacillosis, one of the main causes of economic losses in the poultry industry. The aim of this study was to characterize E. coli isolated from diseased chickens in Senegal to elucidate their virulence potential and antimicrobial resistance (AMR). A total of 58 isolates, each from a separate farm, were characterized for AMR, virulence, and AMR genes, phylogroup, serogroup, biofilm formation, and pulsed-field gel electrophoresis, and for two isolates, whole-genome sequencing (WGS). Fifty isolates (86.2\%) were multidrug resistant. Many AMR genes were detected, including variants of blaCTX-M encoding resistance to third-generation cephalosporins (five isolates [8.6\%]). Most fluoroquinolone-nonsusceptible isolates (21/26) were carriers of mutations in gyrA (Ser83Leu, Asp87Asn, and/or Asp87Tyr) and/or parC (Ser80Ile) genes. Forty-nine (84.5\%) isolates exhibited at least one of the virulence markers of APEC, among which 23 (39.7\%) were defined as potential virulent APEC. In addition, 10 isolates, of which 9 were defined as APEC, carried virulence profiles corresponding to ExPEC. Seven isolates, of which six were classified as ExPEC, belonged to phylo-serogroup F-O25, and following WGS of two of these isolates, were found to belong to the serotype O25:H1 and to the sequence type ST624. Some isolates classified as ExPEC, including F-O25, were found to strongly produce biofilm, suggesting their capability to persist for long time in the environment. F-O25-isolates, although found in different widely separated farms, formed a single cluster that included clones, suggesting that these isolates may have originated from a common source. Taken together, these results suggest that some E. coli involved in chicken colibacillosis in Senegal may pose a human health risk.© Copyright 2018, Mary Ann Liebert, Inc. 2018.",Foodborne Pathogens and Disease,15,,,,,https://dx.doi.org/10.1089/fpd.2017.2394,
269,yes,,"Köster, P. C.",reservoir,,2021,Molecular {Detection} and {Characterization} of {Intestinal} and {Blood} {Parasites} in {Wild} {Chimpanzees} (\textit{{Pan} troglodytes verus}) in {Senegal,"Simple Summary: Western chimpanzees are currently listed as a Critically Endangered subspecies. Human encroachment has taken a toll on this great ape due to fragmented habitat and the exchange of pathogens. This epidemiological study investigated the occurrence and genetic diversity of intestinal and blood parasites in faecal samples from wild chimpanzees living in the Dindefelo Community Nature Reserve, Senegal. We paid special attention to potential human-driven sources of infection and transmission pathways. Potential diarrhoea-causing protist parasites (e.g., Cryptosporidium spp., Giardia duodenalis, Entamoeba histolytica) were detected at low infection rates (and densities) or absent, whereas commensals (Entamoeba dispar) or protist of uncertain pathogenicity (Blastocystis sp.) were far more abundant. We detected Sarcocystis spp. in chimpanzee faeces. Blood protist parasites such as Plasmodium spp. and Trypanosoma brucei spp. (the etiological agents of malaria and sleeping sickness, respectively, in humans) were also found at low prevalences, but microfilariae of the nematode Mansonella perstans were frequently found. Molecular analyses primarily revealed host-adapted species/genotypes and an apparent absence of gastrointestinal clinical manifestations in infected chimpanzees. Zoonotic events of still unknown frequency and directionality may have taken part between wild chimpanzees and humans sharing natural habitats and resources.Wild chimpanzee populations in West Africa (Pan troglodytes verus) have dramatically decreased as a direct consequence of anthropogenic activities and infectious diseases. Little information is currently available on the epidemiology, pathogenic significance, and zoonotic potential of protist species in wild chimpanzees. This study investigates the occurrence and genetic diversity of intestinal and blood protists as well as filariae in faecal samples (n = 234) from wild chimpanzees in the Dindefelo Community Nature Reserve, Senegal. PCR-based results revealed the presence of intestinal potential pathogens (Sarcocystis spp.: 11.5\%; Giardia duodenalis: 2.1\%; Cryptosporidium hominis: 0.9\%), protist of uncertain pathogenicity (Blastocystis sp.: 5.6\%), and commensal species (Entamoeba dispar: 18.4\%; Troglodytella abrassarti: 5.6\%). Entamoeba histolytica, Enterocytozoon bieneusi, and Balantioides coli were undetected. Blood protists including Plasmodium malariae (0.4\%), Trypanosoma brucei (1.3\%), and Mansonella perstans (9.8\%) were also identified. Sanger sequencing analyses revealed host-adapted genetic variants within Blastocystis, but other parasitic pathogens (C. hominis, P. malariae, T. brucei, M. perstans) have zoonotic potential, suggesting that cross-species transmission between wild chimpanzees and humans is possible in areas where both species overlap. Additionally, we explored potential interactions between intestinal/blood protist species and seasonality and climate variables. Chimpanzees seem to play a more complex role on the epidemiology of pathogenic and commensal protist and nematode species than initially anticipated.",Animals,11,2018,2020,longitudinal_study,senegal,10.3390/ani11113291,
270,no,no location data ,"Mangombi-Pambou, Joa Braithe",reservoir,,2023,"Molecular {Survey} of {Rodent}-{Borne} {Infectious} {Agents} in the {Ferlo} {Region}, {Senegal","Zoonotic pathogens are responsible for most infectious diseases in humans, with rodents being important reservoir hosts for many of these microorganisms. Rodents, thus, pose a significant threat to public health. Previous studies in Senegal have shown that rodents harbour a diversity of microorganisms, including human pathogens. Our study aimed to monitor the prevalence of infectious agents in outdoor rodents, which can be the cause of epidemics. We screened 125 rodents (both native and expanding) from the Ferlo region, around Widou Thiengoly, for different microorganisms. Analysis, performed on rodent spleens, detected bacteria from the Anaplasmataceae family (20\%), Borrelia spp. (10\%), Bartonella spp. (24\%) and Piroplasmida (2.4\%). Prevalences were similar between native and the expanding (Gerbillus nigeriae) species, which has recently colonised the region. We identified Borrelia crocidurae, the agent responsible for tick-borne relapsing fever, which is endemic in Senegal. We also identified two other not-yet-described bacteria of the genera Bartonella and Ehrlichia that were previously reported in Senegalese rodents. Additionally, we found a potential new species, provisionally referred to here as Candidatus Anaplasma ferloense. This study highlights the diversity of infectious agents circulating in rodent populations and the importance of describing potential new species and evaluating their pathogenicity and zoonotic potential.",Genes,14,,,,,https://dx.doi.org/10.3390/genes14051107,
271,yes,,"Malle, N.",reservoir,,2019,Morphological and genetic characterizations of {Avitellina} tapeworms from domestic ruminants in {Senegal}: {An} evidence of specificity among sheep and cattle host,"Avitellina tapeworms are common intestinal parasites of ruminants with a worldwide distribution. In Senegal, only Avitellina centripunctata tapeworm has been reported to date, and genetic diversity was previously confirmed by enzymatic analysis. This study aims to clarify the diversity of Avitellina tapeworms isolated from sheep and cattle in Senegal. In total, 613 adult Avitellina tapeworms were collected from sheep and cattle. Morphological analysis by the light microscopy and scanning electron microscopy identified three Avitellina ""morphospecies"": A. centripunctata and Avitellina sp.2 were detected in sheep while Avitellina sp.3 was identified in cattle. Molecular phylogenetic analysis based on the complete mitochondrial cytochrome c oxidase subunit 1 gene (cox1) sequences revealed that 101 Avitellina tapeworms were divided into 54 haplotypes grouped into three clades, of which two were specific to sheep and one specific to cattle. Three morphospecies corresponded to each of three clades and the maximum pairwise divergence among the clades ranged from 9.7 to 18.5\% in cox1. The present study demonstrates the unexpected diversity of Avitellina tapeworms in domestic ruminants, and emphasize the necessity of re-evaluation of the taxonomy of the genus.Copyright © 2019 Elsevier B.V.",Veterinary Parasitology: Regional Studies and Reports,18,2013,2014,cross_sectional,senegal,https://dx.doi.org/10.1016/j.vprsr.2019.100337,
272,,,"Trape, J. F.",reservoir,,2002,"[{Mortality} from snake bites, wild and domestic animal bites and arthropod stings in the savannah zone of eastern {Senegal}]","From 1976 to 1999, we conducted a prospective study of overall and cause-specific mortality among the population of 42 villages of south-eastern Senegal. Of 4,228 deaths registered during this period, 26 were brought on by snakebites, 4 by invertebrate stings and 8 by other wild or domestic animals. The average annual mortality rate from snakebite was 14 deaths per 100,000 population. Among persons aged 1 year or more, 0.9\% (26/2,880) of deaths were caused by snakebite and this cause represented 28\% (26/94) of the total number of deaths by accident. We also investigated the snake fauna of the area. Of 1,280 snakes belonging to 34 species that were collected, one-third were dangerous and the proportion of Viperidae, Elapidae and Atractaspididae was 23\%, 11\% and 0.6\%, respectively. The saw-scaled viper Echis ocellatus was the most abundant species (13.6\%). Other venomous species were Causus maculatus (6.5\%), Naja katiensis (5.5\%), Bitis arietans (2.7\%), Elapsoidea trapei (2.4\%), Naja nigricollis (1.2\%), Naja melanoleuca (1.1\%), Atractaspis aterrima (0.4\%), Dendroaspis polylepis (0.3\%) and Naja haje (0.1\%).","La mortalite par les morsures de serpent, d'animaux sauvages et domestiques et les piqures d'arthropodes en zone de savane soudanienne du Senegal oriental.",95,,,,,,
273,,,"Ontl, K. B.",reservoir,,2020,Mothers {Frequent} {Caves}: {Lactation} {Affects} {Chimpanzee} (\textit{{Pan} troglodytes vents}) {Cave} {Use} in {Southeastern} {Senegal,"Caves play an important ecological role for nonhuman primates in Africa and Asia. Savanna chimpanzees (Pan troglodytes vents) living in the Mandingue plateau of Senegal and Mali use caves for thermoregulation, where these refugia provide a cool microclimate during the hot, dry season. In this study, we examined cave use frequency for a chimpanzee community in southeastern Senegal. We used images from a camera trap placed at the mouth of a large laterite cave to investigate the hypotheses that sex, reproductive state, and seasonality influence the frequency of cave use. The camera collected 14,053 still images of chimpanzees between 2011 and 2013 over 325 camera trap days. Our results indicate no difference in cave use frequency between males and females overall. However, female reproductive state did significantly influence cave use, with lactating mothers using the cave more frequently than both males and nonlactating females. Chimpanzees used the cave during the hottest times of the day and were more likely to visit the cave during periods of low water availability and high maximum temperatures associated with the dry season. These results suggest the importance of thermoregulation in extreme heat for all individuals, and specifically for lactating females with nursing infants that likely experience higher metabolic and hydration stress. This study provides insight into the dynamics of primate cave use by contributing evidence that chimpanwe cave use may be influenced by reproductive states in addition to thermoregulatory needs.",International Journal of Primatology,41,,,,,10.1007/s10764-020-00165-4,
274,no,no location data ,"Zinsstag, J.",reservoir,,1998,"Multiparasitism, production and economics in domestic animals in sub-{Saharan} {West} {Africa",,Parasitology Today,14,,,,,https://dx.doi.org/10.1016/S0169-4758%2897%2901183-6,
275,no,no data to extract,"Camara, Y.",reservoir,,2020,"N'{Dama} cattle breeding programs in {West} {Africa}: case of {Senegal}, {Mali} and {The} {Gambia","Genetic selection is a way to increase the productivity of endemic breeds in hostile environments. Trypanotolerance of N'Dama cattle has been the central argument for the implementation of breeding programs for this breed in Gambia, Mali and Senegal. These programs have had different trajectories depending on the objectives, the design process and the strategies developed. The analysis of these trajectories would help to better understand their successes and failures. To this end, a comparative study of these programs is carried out based on published and unpublished scientific literature and interviews with stakeholders. The analysis first consisted in describing each program. A discussion is then held to assess the success and failure factors. This analysis showed that these factors depend on the interest of farmers in relation to their production objectives and practices, the strategy used, whether or not trypanotolerance is included in the selection criteria, and the mobilization of financial and human resources. These breeding programs have also generated a wealth of experience that could be used to improve current systems and build sustainable breeding programs for low-input livestock systems in developing countries.",Cahiers Agricultures,29,,,,,10.1051/cagri/2020010,
276,yes,,"Brown, T.",reservoir,,2015,"The {N}'{Dama} dilemma: ethnogenetics and small ruminant breed dynamics in the tsetse zone, {The} {Gambia","Livestock breeds serve as the organizational unit for animal genetic resource (AnGR) conservation. Farmers' knowledge has been recognized for its contribution to the identity and characterization of local breeds, yet if farmers are to contribute to in situ AnGR conservation, their own ideas about livestock biology need to be included in breed assessments. The objective of this study was to understand how Gambian farmers' classification of sheep and goats related to local ideas about phenotypic inheritance. While farmers trace breed membership to the nanny, trait dominance is attributed to the sire line. This distinction allows farmers to depict outcrossing as a form of breed diversification while underreporting its occurrence within village flocks. The study findings suggest that farmers' understanding of trait transmission has relevance for in situ AnGR conservation, as saving a breed by name may not ensure the persistence of its associated trait profile.",Outlook on Agriculture,44,2015,2015,cross_sectional,gambia,10.5367/oa.2015.0210,
277,no,no data to extract,"Ndiaye, P. I.",reservoir,,2018,"Nest-{Building} {Behaviour} by {Chimpanzees} (\textit{{Pan} troglodytes verus}) in the {Non}-{Protected} {Area} of {Diaguiri} ({Kedougou}, {Senegal}): {Implications} for {Conservation","Diaguiri is a non-protected area situated in south-eastern Senegal. Chimpanzees (Pan troglodytes verus) have been living here since 1999 but information on the characteristics of their nest sites have been lacking until now. Furthermore, we implemented nest survey methods recently standardised to arid landscapes during a national chimpanzee survey. Variations in nest decay rates are poorly understood in savanna-woodland mosaic habitats. This study aims to describe in Diaguiri: (1) the distribution of chimpanzee nests and the location of their core sleeping area, (2) the tree species used for nest building, (3) the association between nests and nesting tree heights, and (4) differences in nest decay rates between habitats. We surveyed 43 km of chimpanzee nesting habitats and recorded 871 nests in gallery forest and woodland habitats between March 2015 and June 2016. Diaguiri chimpanzees used at least 17 tree species for nest building, and 58.8\% of nests were in only 3 tree species: Pterocarpus erinaceus, Anogeissus leiocarpus and Diospyros mespiliformis. Nest decay rate was faster in gallery forests than in woodlands. These data are of great value for understanding habitat use by a Critically Endangered subspecies of savanna chimpanzee, for population density estimates of the species and for conservation programmes in this region and in savanna biomes.",Folia Primatologica,89,,,,,10.1159/000490945,
278,no,no data to extract,"Marshall, K.",reservoir,,2020,Net benefits of smallholder dairy cattle farms in {Senegal} can be significantly increased through the use of better dairy cattle breeds and improved management practices,"Senegal, located in West Africa, is an example of a low-to middle-income country where the govern-ment has prioritized improving livestock production self-sufficiency, with a strong focus on dairy. Among other initiatives, the use of exotic dairy cattle has been promoted, despite no evidence for the potential liveli-hood benefits (or otherwise) to smallholder farmers on adopting the new genetics. The current work fills this evidence gap by performing a farm-level economic study comparing the keeping of different breed and cross-breed types of dairy cattle under different management levels. Data for the study were obtained by monitoring 220 smallholder dairy cattle farms, with a combined cattle population of about 3,000 animals, over an almost 2-yr period. Findings of the study suggest that the most net-beneficial and cost-beneficial dairy cattle enterprise that could be used by the smallholder farmers was to keep crossbred indigenous zebu by exotic Bos taurus animals under management standards that are consid-ered good compared with local standards. This dairy enterprise type was 7.4-fold more net beneficial and had a 1.4-fold more favorable cost-benefit ratio than the traditional system of keeping indigenous zebu animals under poor (low-input) management. Interestingly, the keeping of (near) pure B. taurus dairy cattle resulted in the highest milk yields and thus benefit from milk, but was not the most net beneficial due to the high costs of keeping these animals, particularly in terms of feed. We also found that increasing the managementlevel of any of the breed or cross-breed types under consideration, including the indigenous zebu animals, resulted in an increased net benefit of 2.2-to 2.9-fold. Results of this economic analysis are discussed as part of a broader trade-off analysis, resulting in recommendations to strengthen the Senegal dairy sector. The combined intervention of improved dairy cattle genetics and management is considered a promising intervention to improve livelihoods of the rural poor as well as livestock production self-sufficiency for Senegal; some other system constraints are addressed.",Journal of Dairy Science,103,,,,,10.3168/jds.2019-17334,
279,yes,,"Pruetz, J. D.",reservoir,,2015,"New evidence on the tool-assisted hunting exhibited by chimpanzees (\textit{{Pan} troglodytes verus}) in a savannah habitat at {Fongoli}, {Senegal","For anthropologists, meat eating by primates like chimpanzees (Pan troglodytes) warrants examination given the emphasis on hunting in human evolutionary history. As referential models, apes provide insight into the evolution of hominin hunting, given their phylogenetic relatedness and challenges reconstructing extinct hominin behaviour from palaeoanthropological evidence. Among chimpanzees, adult males are usually the main hunters, capturing vertebrate prey by hand. Savannah chimpanzees (P. t. verus) at Fongoli, Senegal are the only known non-human population that systematically hunts vertebrate prey with tools, making them an important source for hypotheses of early hominin behaviour based on analogy. Here, we test the hypothesis that sex and age patterns in tool-assisted hunting (n = 308 cases) at Fongoli occur and differ from chimpanzees elsewhere, and we compare tool-assisted hunting to the overall hunting pattern. Males accounted for 70\% of all captures but hunted with tools less than expected based on their representation on hunting days. Females accounted for most tool-assisted hunting. We propose that social tolerance at Fongoli, along with the tool-assisted hunting method, permits individuals other than adult males to capture and retain control of prey, which is uncommon for chimpanzees. We assert that tool-assisted hunting could have similarly been important for early hominins.",Royal Society Open Science,2,2015,2015,cross_sectional,senegal,10.1098/rsos.140507,
280,no,no data to extract,"Mangombi-Pambou, Joa",reservoir,,2023,"New {Genotype} of {Coxiella} burnetii {Causing} {Epizootic} {Q} {Fever} {Outbreak} in {Rodents}, {Northern} {Senegal","In Senegal, Coxiella burnetii, which causes Q fever, has often been identified in ticks and humans near livestock, which are considered to be reservoirs and main sources of infection. We describe the emergence of C. burnetii in rodents, not previously known to carry this pathogen, and describe 2 new genotypes.",Emerging Infectious Diseases,29,,,,,https://dx.doi.org/10.3201/eid2905.221034,
281,no,irrelevant,"Roucher, C.",reservoir,,2012,A new {Rickettsia} species found in fleas collected from human dwellings and from domestic cats and dogs in senegal,"The insects of the order Siphonaptera, commonly named fleas, are vectors of pathogens around the world. Our previous studies showed that 4.4\% of acute febrile diseases in the Sine-Saloum region of Senegal were due to Rickettsia felis. The aim of this study was to explain the high prevalence of R. felis infections in two rural Senegalese populations by an entomological, systematic monitoring protocol. A total of 232 fleas from three species (Ctenocephalides felis, Echidnophaga gallinacea, and Synosternus pallidus) were collected by candle trapping and manually from pets in the villages of Dielmo and Ndiop during the year 2010. The fleas were then tested for the presence of Bartonella and Rickettsia species. No fleas were found to be positive for any Bartonella species or R. felis. Surprisingly, we found that 91.4\% of S. pallidus were infected by a new Rickettsia species, which, based on sequence analysis of gltA, ompB, and two fragments of rpoB, was found to be closely related to R. felis. The results from this study did not explain the high incidence of R. felis infections in these Senegalese populations. © Copyright 2012, Mary Ann Liebert, Inc. 2012.",Vector-Borne and Zoonotic Diseases,12,,,,,https://dx.doi.org/10.1089/vbz.2011.0734,
282,no,irrelevant,"Diouf, M.",reservoir,,2013,"A {NEW} {SPECIES} {OF} \textit{{SPIRURA}} {BLANCHARD}, 1849 ({NEMATODA}: {SPIRURIDAE}) {PARASITE} {OF} \textit{{HELIOSCIURUS} {GAMBIANUS}} {AND} \textit{{XERUS} {ERYTHROPUS}} ({RODENTIA}: {SCIURIDAE}) {IN} {SENEGAL","A new species of Spirura is described from the stomach of Heliosciurus gambianus and Xerus erythropus (Sciuridae). Considering the number of preanal papillae of males, Babero (1973) and Giannetto and Canestri Trotti (1995) proposed the subdivision of the genus into 2 groups; those with 4 pairs of preanal papillae (25 species) and with more than 4 pairs of preanal papillae (4 species). Spirura mounporti n. sp. belongs to the second, with 5 pairs of preanal papillae, and differs from Spirura infundibuliformis (McLeod, 1933) Anderson et al., 1993, Spirura zapi (Erickson, 1938) Chabaud et al., 1965, Spirura leiperi Gupta and Trivedi, 1985, and Spirura michiganensis Sandground, 1935 in the number of pairs of pre-cloacal papillae. The new species further differs from other species of the genus in having 21 caudal papillae, in the ratio of spicules:body length, and in its morphoanatomical characters.",Journal of Parasitology,99,,,,,10.1645/12-86.1,
283,no,no data to extract,"Gretillat, S.",reservoir,,1970,"A {NEW} {SPIRURIA}, {THELAZIA}-{BALAYI} {NEW} {SPECIES}, {PARASITE} {OF} {ANTELOPE} ({CEPHALOPHUS}-{NIGRIFRONS} {GRAY}) {AND} {OF} {DOMESTIC} {CATTLE} {IN} {GUINEA} {AND} {LOWER} {CASSAMANCE}, {SENEGAL",,Comptes Rendus Hebdomadaires Des Seances De L Academie Des Sciences Serie D,270,,,,,,
284,no,no data to extract,"Boon, N. A. M.",reservoir,,2019,No barrier breakdown between human and cattle schistosome species in the {Senegal} {River} {Basin} in the face of hybridisation,"Schistosomiasis is widely distributed along the Senegal River Basin (SRB), affecting both the human population and their livestock. Damming of the Senegal River for irrigation purposes in the 1980s induced ecological changes that resulted in a large outbreak of Schistosoma mansoni, followed a few years later by an increase and spread of Schistosoma haematobium infections. The presence of hybrid crosses between the human and cattle schistosomes, S. haematobium and Schistosoma bovis, respectively, is adding complexity to the disease epidemiology in this area, and questions the strength of the species boundary between these two species. This study aimed to investigate the epidemiology of S. haematobium, S. bovis and their hybrids along the Senegal River basin using both microsatellite genetic markers and analysis of mitochondrial and nuclear DNA markers. Human schistosome populations with a S. haematobium cox1 mtDNA profile and those with a S. bovis cox1 mtDNA profile (the so-called hybrids) appear to belong to a single randomly mating population, strongly differentiated from the pure S. bovis found in cattle. These results suggest that, in northern Senegal, a strong species boundary persists between human and cattle schistosome species and there is no prolific admixing of the populations. In addition, we found that in the SRB S. haematobium was spatially more differentiated in comparison to S. mansoni. This may be related either to the presence and susceptibility of the intermediate snail hosts, or to the colonisation history of the parasite.Copyright © 2019",International Journal for Parasitology,49,,,,,https://dx.doi.org/10.1016/j.ijpara.2019.08.004,
285,no,no data to extract,"Pruetz, J. D.",reservoir,,2018,"Nocturnal behavior by a diurnal ape, the {West} {African} chimpanzee (\textit{{Pan} troglodytes verus}), in a savanna environment at {Fongoli}, {Senegal","ObjectivesI report on the nocturnal behavior of Fongoli chimpanzees in a savanna mosaic during different seasons and lunar phases and test the hypothesis that hot daytime temperatures influence activity at night. I predicted that apes would be more active at night during periods of greater lunar illuminosity given diurnal primates' lack of visual specializations for low-light conditions and in dry season months when water scarcity exacerbated heat stress. Materials and MethodsI observed chimpanzees for 403 hrs on 40 nights between 2007 and 2013 and categorized their activity as social, movement, or vocalization. I scored their activity as occurring after moonrise or before moonset and considered the influence of moon phase (fuller versus darker phases) as well as season on chimpanzee nocturnal behavior in the analyses. ResultsResults indicate that apes were more active after moonrise or before moonset during fuller moon phases in the dry season but not the wet season. Most night-time activity involved movement (travel or forage), followed by social behavior, and long-distance vocal communication. DiscussionAnimals in highly seasonal habitats often exhibit thermoregulatory adaptations but, like other primates, chimpanzees lack physiological mechanisms to combat thermal stress. This study provides evidence that they may exhibit behaviors that allow them to avoid high temperatures in a savanna environment, such as feeding and socializing at night during the hottest time of year and in the brightest moon phases. The results support theories invoking thermal stress as a selective pressure for hominins in open environments where heat would constrain temporal foraging niches, and suggest an adaptability of sleeping patterns in response to external factors.",American Journal of Physical Anthropology,166,,,,,10.1002/ajpa.23434,
286,no,no data to extract,"Gursky, S.",reservoir,,2019,"Nocturnal {Primate} {Communication}: {Ecology}, {Evolution} and {Conservation","Auditory, visual and olfactory cues play varying roles in non-human primate communication, and these systems have been intensively studied over the last several decades. The use of vocalisations as a primary mode of communication has been the focus of much research, especially in attempts to understand the origins of human language, with a major focus on anthropoid primates and diurnal lemurs. Over the last decade, technological advances have allowed researchers to begin to conduct in-depth investigations into the communication systems exhibited by the nocturnal and cathemeral prosimian primates, including tarsiers, lemurs and lorises. Understanding how nocturnal prosimians use visual, olfactory and auditory cues is vital for reconstructing the origins of primate communication systems. In this special issue, we highlight some of the more exciting advances in the communication strategies of the prosimians. Contributions come from work conducted in Kenya, Tanzania, Senegal, Rwanda, Madagascar and the Indonesian islands of Java and Sulawesi. Topics will include: the description of novel ultrasonic vocalisations, including frequency and function of these newly discovered calls; the possible use of vocalisations to navigate and assemble at sleep sites; the importance of species-specific contact vocalisations for the identification of new species; the use of urinary and glandular signals to communicate and the methods developed to understand this complex communication in the field; the use of vocalisations for niche separation among nocturnal primates from mainland Africa and Madagascar; and whether or not we can use new technologies to discern whether prosimians use vocalisations for individual identification of group members. We discuss the importance of new field methods including novel equipment and techniques, the use of vocalisation to influence conservation practices and the importance of comparing across prosimian taxa to reconstruct the communication systems of our early primate ancestors. (c) 2019 S. Karger AG, Basel",Folia Primatologica,90,,,,,10.1159/000501003,
287,yes,,"Dahmana, H.",reservoir,,2020,Non-contiguous finished genome sequence and description of {Bartonella} saheliensis sp. nov. from the blood of {Gerbilliscus} gambianus from {Senegal,"Bartonella saheliensis strain 077 (= CSUR B644T; = DSM 28003T) is a new bacterial species isolated from blood of the rodent Gerbilliscus gambianus captured in the Sine-Saloum region of Senegal. In this work we describe the characteristics of this microorganism, as well as the complete sequence of the genome and its annotation. Its genome has 2 327 299 bp (G+C content 38.4\%) and codes for 2015 proteins and 53 RNA genes.Copyright © 2020 The Authors",New Microbes and New Infections,35,2013,2013,cross_sectional,senegal,https://dx.doi.org/10.1016/j.nmni.2020.100667,
288,no,no location data ,"Missohou, A.",reservoir,,1998,"Note on transferrin, hemoglobin types, and packed cell volume in {Senegalese} trypanotolerant {Djallonke} sheep","In this study we examined transferrin (Tf) and hemoglobin (Hb) types and frequencies and their relationship with Packed Cell Volume (PCV), which is considered as a selection criterion for the trypanotolerance trait. Blood samples were collected from 96 sheep and were typed for Tf and Hb. The frequencies of the alleles TfA, TfB, TfC and TfD were respectively 0.276, 0.005, 0.109, and 0.609. At the locus Hb, all animals were monomorphic B. The lowest PCV value was observed in animals homozygous for TfC, while the highest value was found in heterozygous (CD) animals; however, the difference was not significant.",Annals of the New York Academy of Sciences,849,,,,,,
289,no,no location data ,"Jackel, S.",reservoir,,2013,A novel indirect {ELISA} based on glycoprotein {Gn} for the detection of {IgG} antibodies against {Rift} {Valley} fever virus in small ruminants,"Rift Valley fever virus (RVFV) is an emerging zoonotic pathogen that causes high morbidity and mortality in humans and livestock. In this paper, we describe the cloning, expression and purification of RVFV glycoprotein Gn and its application as a diagnostic antigen in an indirect ELISA for the specific detection of RVF IgG antibodies in sheep and goats. The performance of this Gn based ELISA is validated using a panel of almost 2000 field samples from sheep and goats from Mozambique, Senegal, Uganda and Yemen. All serum samples were also tested by virus neutralization test (VNT), the gold standard method for RVFV serological testing. Compared to the VNT results the Gn based ELISA proved to have an excellent sensitivity (94.56\%) and specificity (95.57\%). Apart from establishing this new diagnostic assay, these results also demonstrate a close correlation between the presence of RVFV Gn and neutralizing antibodies. © 2013 Elsevier Ltd.",Research in Veterinary Science,95,,,,,https://dx.doi.org/10.1016/j.rvsc.2013.04.015,
290,yes,,"Snow, W. F.",reservoir,,1996,"Observations on the prevalence of trypanosomosis in small ruminants, equines and cattle, in relation to tsetse challenge, in {The} {Gambia","The prevalence of trypanosome infections in Djallonke sheep and West African Dwarf goats at different sites in The Gambia showed a significant, positive correlation with contemporary assessments of tsetse challenge. A similar correlation was observed in village N'Dama cattle which showed comparable prevalence values in the same areas. Trypanosome prevalences also tended to be higher in horses and donkeys in areas with high tsetse challenge compared with sites with relatively few flies. A ranking of the numbers of tsetse blood-meals from cattle, small ruminants and equines (1:0.06: {\textgreater} 0.03) corresponded with the estimated biomass of these livestock groups (1:0.09:0.05). Observations on the grazing ranges of livestock showed that, while cattle foraged widely into tsetse-infested habitat, sheep, goats and donkeys remained closer to the villages. This difference indicated that, under the management system practised in The Gambia, small ruminants and equines were probably exposed to a lower level of tsetse attack than cattle.",Veterinary Parasitology,66,1986,1987,cross_sectional,gambia,,
291,yes,,"Claxton, J.",reservoir,,1991,Parasite burdens and host susceptibility of {Zebu} and {N}'{Dama} cattle in village herds in {Gambia,"Helminth and tick burdens of N'Dama cattle kept in village herds were compared with parasite burdens in Zebu cattle introduced into the same herds. The animals were monitored regularly for tick and helminth burdens, and blood samples were examined for differential white cell counts. The Zebu were found to have significantly higher numbers of endo- and ectoparasites. The N'Dama had significantly higher levels of circulating eosinophils than the Zebu during peak parasite burdens. No difference in antibody levels to Amblyomma variegatum infestation could be detected between the two breeds. It is suggested that observed differences in susceptibility to endo- and ectoparasites between the two breeds cannot be totally attributed to environmental naivety of the Zebu, but must be partially owing to enhanced innate resistance factors in the N'Dama.",Veterinary Parasitology,40,1988,1991,longitudinal_study,gambia,,
