study_id,pathogen_id,associated_reservoir_id,associated_vector_id,year,month,season,pathogen_tested,population_tested,sample_size,num_pos_pcr,num_pos_ser,num_pos_other,test_other,country,location_name,topography,ecoregion,gps_latitude,gps_longitude,comment
242,378,1266,,2018_2019,all_months,both,avian_influenza,animal,15,3,,,,senegal,kaffrine,,,,,
242,379,1267,,2018_2019,all_months,both,avian_influenza,animal,20,2,,,,senegal,kaolack,,,,,
242,380,1268,,2018_2019,all_months,both,avian_influenza,animal,43,11,,,,senegal,louga,,,,,
242,381,1269,,2018_2019,all_months,both,avian_influenza,animal,44,9,,,,senegal,saint_louis,,,,,
242,382,1270,,2018_2019,all_months,both,avian_influenza,animal,449,153,,,,senegal,thies,,,,,
247,383,1285,,2020,december,dry,avian_influenza,animal,3,3,,,isolate,senegal,thies,,,14.781388,-17.042222,
247,384,1286,,2021,january,dry,avian_influenza,animal,1,1,,,isolate,senegal,djoudj,,,16.352169,-16.277897,
232,385,,,2021,october,rainy,avian_influenza,human,53,34,,,,senegal,touba,,,14.86665102,-15.8981378,
352,386,1818,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,12,10,,,,senegal,gankette,,,15.98072222,-15.9285,
352,387,1819,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,6,1,,,,senegal,gankette,,,15.98072222,-15.9285,
352,388,1820,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,3,2,,,,senegal,gankette,,,15.98072222,-15.9285,
352,389,1821,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,4,2,,,,senegal,gankette,,,15.98072222,-15.9285,
352,390,1822,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,51,10,,,,senegal,gankette,,,15.98072222,-15.9285,
352,391,1823,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,1,0,,,,senegal,gankette,,,15.98072222,-15.9285,
352,392,1824,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,30,18,,,,senegal,loboudou,,,15.95305,-15.919963,
352,393,1825,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,2,0,,,,senegal,loboudou,,,15.95305,-15.919963,
352,394,1826,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,5,0,,,,senegal,loboudou,,,15.95305,-15.919963,
352,395,1827,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,7,3,,,,senegal,loboudou,,,15.95305,-15.919963,
352,396,1828,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,12,1,,,,senegal,loboudou,,,15.95305,-15.919963,
352,397,1829,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,16,1,,,,senegal,loboudou,,,15.95305,-15.919963,
352,398,1830,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,22,17,,,,senegal,ndimb,,,16.049155,-16.002941,
352,399,1831,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,21,4,,,,senegal,ndimb,,,16.049155,-16.002941,
352,400,1832,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,3,0,,,,senegal,ndimb,,,16.049155,-16.002941,
352,401,1833,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,3,3,,,,senegal,ndimb,,,16.049155,-16.002941,
352,402,1834,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,73,19,,,,senegal,ndimb,,,16.049155,-16.002941,
352,403,1835,,2014,june,rainy,crimean_congo_haemorrhagic_fever,animal,12,1,,,,senegal,ndimb,,,16.049155,-16.002941,
